time,Fx,Fy,Fz
3.320000,0.000000,0.000000,52.543556
3.322000,0.000000,0.000000,50.086957
3.324000,0.000000,0.000000,46.827210
3.326000,0.000000,0.000000,44.278224
3.328000,0.000000,0.000000,42.796365
3.330000,0.000000,0.000000,40.174225
3.332000,0.000000,0.000000,37.872363
3.334000,0.000000,0.000000,35.519563
3.336000,0.000000,0.000000,33.682060
3.338000,0.000000,0.000000,30.642790
3.340000,0.000000,0.000000,28.108699
3.342000,0.000000,0.000000,26.377306
3.344000,0.000000,0.000000,23.516224
3.346000,0.000000,0.000000,22.014260
3.348000,0.000000,0.000000,19.487842
3.350000,0.000000,0.000000,18.500583
3.352000,0.000000,0.000000,17.238104
3.354000,0.000000,0.000000,16.227155
3.356000,0.000000,0.000000,15.606403
3.358000,0.000000,0.000000,15.444101
3.360000,0.000000,0.000000,15.778563
3.362000,0.000000,0.000000,15.854382
3.364000,0.000000,0.000000,17.686424
3.366000,0.000000,0.000000,18.862536
3.368000,0.000000,0.000000,20.540808
3.370000,0.000000,0.000000,22.131670
3.372000,0.000000,0.000000,25.774982
3.374000,0.000000,0.000000,29.391007
3.376000,0.000000,0.000000,33.654916
3.378000,0.000000,0.000000,38.662049
3.380000,0.000000,0.000000,47.503045
3.382000,0.000000,0.000000,58.115575
3.384000,0.000000,0.000000,70.153691
3.386000,0.000000,0.000000,83.423786
3.388000,0.000000,0.000000,97.885498
3.390000,0.000000,0.000000,112.668256
3.392000,0.000000,0.000000,127.591340
3.394000,0.000000,0.000000,142.033315
3.396000,0.000000,0.000000,155.084850
3.398000,0.000000,0.000000,165.976194
3.400000,0.000000,0.000000,173.484908
3.402000,0.000000,0.000000,178.274049
3.404000,0.000000,0.000000,180.004337
3.406000,0.000000,0.000000,178.971664
3.408000,0.000000,0.000000,175.987313
3.410000,0.000000,0.000000,172.144090
3.412000,0.000000,0.000000,168.611426
3.414000,0.000000,0.000000,166.414417
3.416000,0.000000,0.000000,167.964089
3.418000,0.000000,0.000000,168.525751
3.420000,0.000000,0.000000,168.525751
3.422000,0.000000,0.000000,164.124765
3.424000,0.000000,0.000000,164.648311
3.426000,0.000000,0.000000,165.755410
3.428000,0.000000,0.000000,167.230259
3.430000,0.000000,0.000000,167.584447
3.432000,0.000000,0.000000,168.564781
3.434000,0.000000,0.000000,168.871136
3.436000,0.000000,0.000000,168.009459
3.438000,0.000000,0.000000,165.707117
3.440000,0.000000,0.000000,161.752741
3.442000,0.000000,0.000000,156.441668
3.444000,0.000000,0.000000,150.626214
3.446000,0.000000,0.000000,144.254999
3.448000,0.000000,0.000000,137.372958
3.450000,0.000000,0.000000,129.837632
3.452000,0.000000,0.000000,121.580108
3.454000,0.000000,0.000000,112.543193
3.456000,0.000000,0.000000,102.688043
3.458000,0.000000,0.000000,91.969782
3.460000,0.000000,0.000000,76.970856
3.462000,0.000000,0.000000,64.512450
3.464000,0.000000,0.000000,55.410096
3.466000,0.000000,0.000000,42.951151
3.468000,0.000000,0.000000,30.464941
3.470000,0.000000,0.000000,17.783142
3.472000,0.000000,0.000000,5.126375
3.474000,0.000000,0.000000,-6.442467
3.476000,0.000000,0.000000,-20.011217
3.478000,0.000000,0.000000,-25.957214
3.480000,0.000000,0.000000,-36.309163
3.482000,0.000000,0.000000,-39.531717
3.484000,0.000000,0.000000,-46.466395
3.486000,0.000000,0.000000,-48.752030
3.488000,0.000000,0.000000,-55.485375
3.490000,0.000000,0.000000,-59.090030
3.492000,0.000000,0.000000,-59.872874
3.494000,0.000000,0.000000,-42.278968
3.496000,0.000000,0.000000,-13.008020
3.498000,0.000000,0.000000,32.181358
3.500000,0.000000,0.000000,96.508240
3.502000,0.000000,0.000000,181.736607
3.504000,0.000000,0.000000,285.590131
3.506000,0.000000,0.000000,398.731340
3.508000,0.000000,0.000000,504.729257
3.510000,0.000000,0.000000,585.817782
3.512000,0.000000,0.000000,631.508150
3.514000,0.000000,0.000000,641.991632
3.516000,0.000000,0.000000,618.653532
3.518000,0.000000,0.000000,562.687281
3.520000,0.000000,0.000000,487.548707
3.522000,0.000000,0.000000,429.465633
3.524000,0.000000,0.000000,396.261100
3.526000,0.000000,0.000000,398.315081
3.528000,0.000000,0.000000,429.837333
3.530000,0.000000,0.000000,483.776818
3.532000,0.000000,0.000000,535.891298
3.534000,0.000000,0.000000,616.721563
3.536000,0.000000,0.000000,724.223462
3.538000,0.000000,0.000000,813.053775
3.540000,0.000000,0.000000,897.296361
3.542000,0.000000,0.000000,960.402918
3.544000,0.000000,0.000000,1026.194203
3.546000,0.000000,0.000000,1076.412166
3.548000,0.000000,0.000000,1119.340858
3.550000,0.000000,0.000000,1141.680772
3.552000,0.000000,0.000000,1149.123319
3.554000,0.000000,0.000000,1157.135074
3.556000,0.000000,0.000000,1162.332507
3.558000,0.000000,0.000000,1166.431894
3.560000,0.000000,0.000000,1175.780306
3.562000,0.000000,0.000000,1172.646672
3.564000,0.000000,0.000000,1181.323167
3.566000,0.000000,0.000000,300.583346
3.568000,0.000000,0.000000,310.077760
3.570000,0.000000,0.000000,349.817054
3.572000,0.000000,0.000000,405.085578
3.574000,0.000000,0.000000,484.093671
3.576000,0.000000,0.000000,580.678317
3.578000,0.000000,0.000000,691.736170
3.580000,0.000000,0.000000,800.309579
3.582000,0.000000,0.000000,827.292861
3.584000,0.000000,0.000000,807.255086
3.586000,0.000000,0.000000,744.195900
3.588000,0.000000,0.000000,631.125837
3.590000,0.000000,0.000000,486.498572
3.592000,0.000000,0.000000,355.317759
3.594000,0.000000,0.000000,295.415900
3.596000,0.000000,0.000000,292.637711
3.598000,0.000000,0.000000,292.637711
3.600000,0.000000,0.000000,352.691474
3.602000,0.000000,0.000000,407.993691
3.604000,0.000000,0.000000,472.146592
3.606000,0.000000,0.000000,530.071756
3.608000,0.000000,0.000000,570.146915
3.610000,0.000000,0.000000,584.288029
3.612000,0.000000,0.000000,576.492526
